Year,State,District,Season,Crop,Area_ha,Rainfall_mm,Fertilizer_kg_ha,Tmin_C,Tmax_C,SOC_pct,Production_t,Yield_t_ha
2020,Telangana,District_19,Kharif,Groundnut,86.84,1190.1,146.1,21.0,37.1,1.47,175.05,2.0157761400276373
2002,Haryana,District_20,Kharif,Maize,151.8,902.8,127.3,19.2,33.7,0.42,401.65,2.645915678524374
2017,Odisha,District_21,Kharif,Sorghum,130.55,785.6,190.0,20.1,30.3,1.04,206.45,1.581386441976254
2003,Odisha,District_22,Rabi,Rice,347.33,1016.6,105.3,22.1,35.3,0.58,1005.02,2.893559439150088
2017,Chhattisgarh,District_23,Rabi,Pulses,350.95,1041.1,160.7,23.2,30.1,0.83,377.92,1.0768485539250607
2010,Maharashtra,District_24,Kharif,Sugarcane,142.26,770.9,235.9,19.1,32.5,1.44,15625.25,109.8358639111486
2000,Maharashtra,District_25,Summer,Barley,209.32,922.7,153.2,16.9,28.1,0.56,422.45,2.0182017962927574
2023,Kerala,District_26,Summer,Barley,80.24,1109.7,114.0,20.2,28.9,0.62,170.94,2.1303589232303093
2003,Tamil Nadu,District_27,Rabi,Pulses,181.89,1265.9,161.4,21.4,32.2,0.8,239.73,1.3179943922150752
2014,Punjab,District_28,Kharif,Groundnut,310.87,1013.4,126.2,15.6,33.1,0.59,453.69,1.4594203364750538
2004,Maharashtra,District_29,Kharif,Groundnut,401.4,859.7,89.2,17.3,26.9,1.02,474.31,1.1816392625809666
2022,Rajasthan,District_30,Summer,Pulses,159.52,838.1,173.0,17.8,33.5,0.67,165.2,1.035606820461384
2017,Tamil Nadu,District_31,Kharif,Wheat,459.95,972.6,189.7,19.4,,0.96,1776.05,3.8613979780410914
2019,Odisha,District_32,Rabi,Sugarcane,98.55,824.6,132.6,17.7,35.8,0.47,6160.43,62.51070522577373
2010,Haryana,District_33,Rabi,Maize,115.75,891.7,129.9,22.1,30.9,0.35,289.33,2.499611231101512
2011,Tamil Nadu,District_34,Kharif,Sugarcane,374.58,617.3,106.5,15.2,,0.74,23698.39,63.266565219712746
2015,Rajasthan,District_35,Rabi,Groundnut,666.92,1135.4,139.0,15.3,32.2,0.41,1016.59,1.5243057638097524
2018,West Bengal,District_36,Summer,Maize,329.0,599.2,122.5,19.0,29.3,1.18,885.84,2.6925227963525837
2020,Chhattisgarh,District_37,Rabi,Maize,238.84,754.9,,19.5,35.8,0.42,489.08,2.0477306983754815
2000,Kerala,District_38,Kharif,Barley,65.56,871.5,,15.6,32.0,,148.09,2.2588468578401466
2015,Uttar Pradesh,District_39,Summer,Cotton,72.71,1288.0,163.7,18.2,31.5,,140.36,1.9304084720121033
2002,Maharashtra,District_40,Rabi,Wheat,264.45,757.0,167.9,18.8,33.8,0.65,897.29,3.393042162979769
2006,West Bengal,District_1,Rabi,Mustard,197.39,703.5,180.3,18.8,29.0,0.42,203.26,1.0297380819697046
2019,Andhra Pradesh,District_2,Rabi,Mustard,126.03,728.8,175.8,20.5,28.1,1.31,186.27,1.4779814329921448
2006,Andhra Pradesh,District_3,Rabi,Barley,254.5,1215.0,128.5,18.0,33.2,0.55,585.6,2.30098231827112
2019,Tamil Nadu,District_4,Kharif,Mustard,262.19,231.3,155.9,24.4,28.7,0.75,197.63,0.7537663526450284
2011,Karnataka,District_5,Kharif,Sorghum,2284.5463099833364,629.4,134.2,21.5,28.7,0.75,3286.103604982101,1.4384053370343235
2005,Maharashtra,District_6,Kharif,Pulses,265.59,1450.9,162.5,,34.5,0.98,429.42,1.6168530441658198
2008,Kerala,District_7,Rabi,Maize,511.34,980.0,158.7,20.3,33.6,0.92,1678.23,3.2820237024289125
2012,Kerala,District_8,Rabi,Barley,245.87,606.7,129.7,20.4,28.2,0.59,386.8,1.5731890836620979
2018,West Bengal,District_9,Rabi,Maize,228.33,840.8,91.8,23.6,30.1,0.72,531.6,2.328209170936802
2014,Bihar,District_10,Kharif,Maize,463.4,864.8,150.8,18.2,29.3,0.74,1412.48,3.048079413034096
2022,Tamil Nadu,District_11,Rabi,Barley,136.04,1036.1,136.8,22.3,37.3,0.99,336.15,2.4709644222287563
2020,Uttar Pradesh,District_12,Summer,Barley,1324.34,1254.7,69.4,,34.7,,2162.41,1.6328208768141113
2018,Punjab,District_13,Kharif,Cotton,306.48,935.5,165.3,24.5,30.7,1.3,753.08,2.4571913338553903
2014,Kerala,District_14,Rabi,Mustard,307.51,731.2,183.6,23.9,33.7,0.61,384.04,1.2488699554486034
2006,Chhattisgarh,District_15,Rabi,Sorghum,335.31,1023.2,,20.6,27.9,0.8,586.13,1.7480242163967672
2009,Punjab,District_16,Rabi,Mustard,754.67,696.4,129.4,19.2,30.0,0.51,656.59,0.8700359097353811
2002,Madhya Pradesh,District_17,Kharif,Rice,393.67,622.7,123.5,21.5,32.3,0.48,1087.41,2.762237406965225
2008,Chhattisgarh,District_18,Rabi,Groundnut,93.41,462.8,100.6,19.5,33.4,0.58,90.19,0.9655283160261214
2022,Karnataka,District_19,Autumn,Wheat,567.98,505.7,153.3,25.0,31.7,0.56,1248.21,2.1976301982464173
2010,West Bengal,District_20,Rabi,Barley,199.43,652.8,153.1,20.2,32.7,0.7,365.4,1.832221832221832
2002,Haryana,District_21,Summer,Rice,1374.8852568413943,590.9,112.5,18.8,32.2,0.56,3018.9898248687655,2.1958122031248415
2015,Chhattisgarh,District_22,Autumn,Sorghum,113.57,918.9,138.0,18.6,31.5,0.97,158.77,1.3979924275777056
2023,Punjab,District_23,Kharif,Wheat,335.53,586.1,65.9,16.4,31.1,,656.44,1.956427145113701
2020,Gujarat,District_24,Rabi,Sugarcane,165.53,158.4,182.1,21.7,30.7,0.58,7560.66,45.67546668277654
2006,Uttar Pradesh,District_25,Kharif,Maize,259.85,620.3,114.2,17.5,32.7,0.7,656.08,2.524841254569944
2010,Telangana,District_26,Autumn,Barley,206.34,746.2,143.6,23.3,33.2,1.05,473.58,2.295143937191044
2012,West Bengal,District_27,Kharif,Cotton,776.66,716.8,87.9,16.1,32.6,0.85,1195.01,1.5386526922977881
2005,Uttar Pradesh,District_28,Kharif,Mustard,803.8,1184.3,121.7,20.4,28.5,0.78,1074.05,1.3362154764866883
2006,Gujarat,District_29,Summer,Rice,251.62,715.0,133.8,23.5,29.0,0.44,750.83,2.983983785072729
2005,Gujarat,District_30,Kharif,Sugarcane,254.27,1043.8,144.5,13.5,33.2,0.51,17591.66,69.18496086836826
2023,Karnataka,District_31,Rabi,Sorghum,195.57,845.8,164.2,26.1,36.4,0.48,235.0,1.201615789742803
2017,Madhya Pradesh,District_32,Kharif,Sorghum,475.14,840.7,202.6,18.7,32.5,1.13,798.64,1.680851959422486
2020,Uttar Pradesh,District_33,Autumn,Maize,200.87,666.2,,20.4,30.8,0.93,635.17,3.1620948872405035
2019,Rajasthan,District_34,Summer,Cotton,190.03,837.1,183.5,21.7,32.7,0.58,334.37,1.7595642793243171
2023,Punjab,District_35,Kharif,Sugarcane,440.17,681.7,202.8,22.2,28.6,0.66,31338.02,71.19526546561556
2002,Uttar Pradesh,District_36,Rabi,Pulses,177.15,887.4,167.8,20.8,35.9,0.59,175.63,0.9914197008185153
2021,Punjab,District_37,Kharif,Pulses,239.21,798.0,143.5,23.0,32.6,0.58,186.25,0.7786045733874002
2001,Kerala,District_38,Rabi,Wheat,94.75,642.2,185.4,21.6,30.0,0.92,253.34,2.67377308707124
2011,Kerala,District_39,Rabi,Mustard,373.35,1068.2,187.9,25.3,31.5,0.73,573.09,1.5349939734833267
2014,Maharashtra,District_40,Rabi,Maize,784.09,,170.9,21.6,30.4,1.32,2785.48,3.5525003507250443
2008,Bihar,District_1,Kharif,Cotton,377.18,751.4,86.8,25.9,35.9,1.11,554.26,1.4694840659632005
2003,Rajasthan,District_2,Kharif,Barley,588.21,882.0,111.3,22.7,,1.13,1360.49,2.312932456095612
2004,Punjab,District_3,Rabi,Groundnut,147.28,831.6,134.0,14.6,32.5,0.97,233.4,1.584736556219446
2019,Rajasthan,District_4,Rabi,Cotton,281.97,659.1,176.2,27.8,33.7,,469.53,1.665177146504947
2007,Maharashtra,District_5,Kharif,Sorghum,138.95,865.5,144.1,18.3,29.8,0.95,220.12,1.5841669665347249
2007,Tamil Nadu,District_6,Kharif,Cotton,213.44,713.4,190.5,,32.6,0.71,379.91,1.779938155922039
2022,West Bengal,District_7,Kharif,Pulses,388.9,642.1,197.6,20.1,32.8,1.21,459.02,1.1803034199022886
2003,Odisha,District_8,Summer,Maize,260.11,493.0,,23.2,27.3,0.9,705.75,2.7132751528199606
2021,Madhya Pradesh,District_9,Kharif,Wheat,104.84,771.1,193.2,17.9,32.8,0.87,331.51,3.162056466997329
2022,Bihar,District_10,Kharif,Sugarcane,111.16,974.7,103.5,21.9,31.9,0.83,8630.46,77.63997840949982
2014,Tamil Nadu,District_11,Summer,Pulses,106.84,697.2,164.3,19.2,32.4,1.24,95.41,0.8930175964058404
2003,Uttar Pradesh,District_12,Kharif,Barley,328.61,1404.6,120.7,24.7,32.1,0.44,694.38,2.1130823772861445
2003,Rajasthan,District_13,Rabi,Cotton,844.16,1044.9,79.0,21.3,32.8,1.26,1519.48,1.7999905231235787
2006,Telangana,District_14,Kharif,Barley,554.17,1137.0,133.5,22.8,36.0,0.75,1170.81,2.112727141490878
2013,Telangana,District_15,Summer,Groundnut,78.45,1025.0,,13.5,28.5,0.45,115.17,1.4680688336520076
2003,Tamil Nadu,District_16,Rabi,Rice,574.01,1257.6,163.4,19.7,31.0,0.61,2640.52,4.600128917614676
2010,Maharashtra,District_17,Summer,Mustard,429.16,676.9,225.7,21.2,34.0,0.39,531.17,1.2376968962624662
2002,Bihar,District_18,Kharif,Pulses,96.82,286.6,152.1,20.7,33.4,0.96,70.46,0.7277422020243751
2012,Andhra Pradesh,District_19,Rabi,Cotton,203.99,751.9,242.9,22.9,33.4,0.54,360.83,1.7688612186871904
2000,Gujarat,District_20,Rabi,Sugarcane,472.16,972.8,152.1,18.9,40.3,0.84,31729.11,67.19991104710267
2017,Kerala,District_21,Kharif,Cotton,340.45,883.3,145.9,20.1,,1.08,681.13,2.0006755764429434
2001,Rajasthan,District_22,Kharif,Groundnut,666.7493424396616,910.6,93.8,23.5,35.4,0.63,923.517846033374,1.385104997110588
2004,Madhya Pradesh,District_23,Kharif,Pulses,352.99,1140.6,189.4,13.2,31.1,0.73,369.66,1.0472251338564833
2004,Andhra Pradesh,District_24,Autumn,Sugarcane,67.86,934.1,124.9,21.8,29.0,0.47,4519.09,66.59431181844975
2019,Gujarat,District_25,Rabi,Maize,214.07,1025.8,119.1,19.0,31.1,0.7,610.24,2.850656327369552
2001,West Bengal,District_26,Rabi,Cotton,2213.3879633301053,643.3,196.2,17.3,34.1,1.44,4302.819105946971,1.9439967946122092
2010,West Bengal,District_27,Rabi,Sugarcane,247.41,609.0,191.3,21.0,33.2,0.99,19248.4,77.79960389636636
2014,Kerala,District_28,Rabi,Sugarcane,181.39,,190.3,23.7,33.2,0.73,16898.5,93.16114449528641
2012,Tamil Nadu,District_29,Kharif,Cotton,417.22,872.2,130.5,23.1,31.4,0.65,760.93,1.8238099803461
2016,Rajasthan,District_30,Kharif,Pulses,439.15,712.9,143.0,19.6,30.9,0.79,405.86,0.9241944665831722
2019,Uttar Pradesh,District_31,Rabi,Maize,537.01,713.3,142.6,22.6,,,1487.33,2.7696504720582484
2009,Uttar Pradesh,District_32,Kharif,Pulses,413.48,707.2,176.3,22.6,34.2,0.7,382.93,0.9261149269614007
2019,Punjab,District_33,Summer,Wheat,468.17,694.0,,19.7,34.5,0.93,1756.77,3.7524189931007967
2007,Kerala,District_34,Rabi,Sugarcane,379.84,567.7,,17.9,29.0,0.56,20619.21,54.2839353411963
2023,Punjab,District_35,Kharif,Mustard,286.95,519.9,224.0,18.1,34.3,0.56,305.04,1.0630423418714063
2012,Karnataka,District_36,Rabi,Barley,258.19,807.1,180.9,22.5,30.0,0.89,537.97,2.0836205894883615
2017,Karnataka,District_37,Kharif,Groundnut,212.22,719.6,,19.9,,0.51,233.14,1.0985769484497219
2021,Odisha,District_38,Autumn,Mustard,118.22,1093.6,178.1,16.9,31.4,0.98,200.92,1.699543224496701
2019,Odisha,District_39,Summer,Rice,137.94,914.5,213.2,14.9,36.7,0.8,523.64,3.796143250688705
2020,Odisha,District_40,Summer,Cotton,206.6,908.4,224.9,22.5,30.7,0.34,388.28,1.879380445304937
2012,Kerala,District_1,Kharif,Groundnut,282.84,686.5,192.5,18.4,32.5,0.83,460.72,1.6289068024324709
2001,Kerala,District_2,Kharif,Barley,580.85,823.4,146.0,21.0,33.8,0.38,1035.36,1.7824911767237666
2011,Andhra Pradesh,District_3,Kharif,Pulses,238.63,929.4,136.3,23.7,29.4,0.97,276.85,1.160164271047228
2004,Odisha,District_4,Kharif,Barley,446.79,1007.6,168.0,16.1,31.8,0.74,1093.56,2.4475928288457665
2021,Odisha,District_5,Kharif,Maize,467.59,829.3,212.0,19.9,31.2,1.26,1760.93,3.765970187557476
2005,Uttar Pradesh,District_6,Kharif,Wheat,212.97,1087.4,162.4,19.5,30.5,1.07,919.22,4.316194769216322
2005,Maharashtra,District_7,Autumn,Rice,349.61,851.8,163.2,21.1,30.7,0.53,1298.54,3.7142530247990617
2005,Madhya Pradesh,District_8,Kharif,Pulses,211.43,1024.4,147.1,23.7,35.3,0.29,181.1,0.8565482665657664
2015,Bihar,District_9,Kharif,Groundnut,540.93,742.2,131.9,,30.2,0.61,599.32,1.1079437265450245
2013,Gujarat,District_10,Rabi,Maize,358.35,451.2,138.5,21.7,33.7,0.49,650.89,1.816352727780103
2022,Karnataka,District_11,Rabi,Mustard,119.79,909.0,150.4,23.1,32.9,1.26,186.75,1.5589782118707738
2009,Kerala,District_12,Rabi,Mustard,269.59,1009.6,213.7,19.4,27.8,0.8,446.3,1.655476835194184
2006,Karnataka,District_13,Rabi,Cotton,657.78,976.6,135.4,19.6,33.6,1.03,1195.76,1.8178722369181186
2001,Kerala,District_14,Summer,Maize,219.48,942.9,147.1,21.3,27.8,0.73,523.49,2.385137597958812
2000,Tamil Nadu,District_15,Rabi,Mustard,320.1,773.3,110.4,21.0,33.9,0.76,314.97,0.9839737582005623
2008,Chhattisgarh,District_16,Rabi,Groundnut,339.52,672.5,173.7,,30.5,0.79,482.95,1.422449340245052
2022,Karnataka,District_17,Rabi,Wheat,131.37,971.4,199.7,21.7,32.0,1.08,551.23,4.196011265890234
2012,Chhattisgarh,District_18,Kharif,Maize,332.43,943.8,210.0,17.1,28.1,0.88,1179.8,3.549017838341906
2021,Haryana,District_19,Kharif,Sugarcane,106.03,726.6,153.1,23.0,32.4,0.54,6661.82,62.82957653494294
2002,Punjab,District_20,Kharif,Pulses,168.11,1094.1,168.0,23.5,34.8,,245.13,1.4581524002141453
2002,Andhra Pradesh,District_21,Kharif,Wheat,466.58,655.8,138.9,,29.6,0.73,1332.14,2.8551159501050196
2020,Karnataka,District_22,Rabi,Sorghum,303.1,721.6,166.1,15.5,30.2,0.69,391.5,1.2916529198284394
2002,Andhra Pradesh,District_23,Kharif,Cotton,203.84,1210.0,157.6,19.7,33.4,0.1,327.48,1.6065541601255888
2001,West Bengal,District_24,Kharif,Cotton,319.86,1041.1,147.3,20.6,33.4,0.96,657.57,2.055805664978428
2009,Rajasthan,District_25,Kharif,Rice,236.03,771.2,150.5,16.6,24.7,0.83,818.25,3.466720332161166
2022,Gujarat,District_26,Rabi,Barley,246.55,913.2,163.1,18.9,38.0,0.82,494.27,2.004745487730683
2016,Gujarat,District_27,Kharif,Maize,362.89,,133.2,15.8,33.6,0.7,998.43,2.751329604012235
2002,Bihar,District_28,Rabi,Sorghum,158.16,246.0,135.3,21.8,34.1,0.66,141.95,0.8975088517956499
2020,Madhya Pradesh,District_29,Summer,Sugarcane,250.69,650.6,213.3,20.5,31.6,0.71,20999.44,83.76656428258008
2020,Tamil Nadu,District_30,Kharif,Barley,202.88,838.8,253.4,15.1,26.4,0.92,578.66,2.8522279179810726
2019,Odisha,District_31,Rabi,Wheat,94.5,771.5,96.8,21.1,34.0,0.96,248.37,2.6282539682539685
2021,Uttar Pradesh,District_32,Kharif,Wheat,140.85,904.4,94.6,19.8,30.3,0.74,370.81,2.632658856940007
2005,Karnataka,District_33,Kharif,Barley,626.99,1098.5,,21.5,33.6,1.04,1395.3,2.2253943444074067
2023,Haryana,District_34,Rabi,Barley,308.23,779.3,140.9,18.8,31.3,0.78,623.19,2.021834344483016
2007,Madhya Pradesh,District_35,Summer,Pulses,110.59,,180.8,17.6,,0.67,100.86,0.9120173614250836
2019,Gujarat,District_36,Kharif,Rice,97.1,921.5,168.7,17.7,29.7,0.85,335.14,3.451493305870237
2013,West Bengal,District_37,Rabi,Sorghum,228.77,778.1,,18.4,34.6,0.46,235.23,1.0282379682650695
2018,Chhattisgarh,District_38,Kharif,Cotton,624.35,815.7,166.2,20.1,28.4,0.86,932.35,1.49331304556739
2015,Madhya Pradesh,District_39,Rabi,Sorghum,218.75,785.8,117.3,20.4,38.7,0.41,156.95,0.7174857142857143
2015,Maharashtra,District_40,Rabi,Barley,536.04,1343.2,135.2,19.4,38.7,0.54,1160.79,2.165491381240206
2014,Andhra Pradesh,District_1,Rabi,Barley,302.22,357.0,144.2,18.7,36.9,0.3,456.61,1.5108530209780953
2018,Madhya Pradesh,District_2,Rabi,Groundnut,324.65,764.6,81.6,18.9,35.8,0.76,407.68,1.2557523486831974
2017,Madhya Pradesh,District_3,Kharif,Groundnut,412.76925679860886,849.2,98.5,27.5,,1.2,808.4586622402784,1.9586213094225846
2003,Haryana,District_4,Rabi,Pulses,429.45,678.1,100.1,17.7,35.5,0.77,346.22,0.8061939690301549
2019,Chhattisgarh,District_5,Rabi,Rice,200.14,1048.0,175.6,18.3,31.7,0.96,748.63,3.740531627860498
2012,Andhra Pradesh,District_6,Rabi,Cotton,410.7,1028.9,154.8,29.9,27.3,1.39,834.65,2.0322619917214513
2007,Andhra Pradesh,District_7,Kharif,Mustard,150.13,839.5,169.4,,36.5,0.9,173.22,1.1538000399653634
2012,Madhya Pradesh,District_8,Kharif,Barley,272.12,,71.4,15.9,35.4,0.61,413.36,1.519035719535499
2023,Bihar,District_9,Kharif,Pulses,302.23,825.4,85.7,22.5,31.9,0.64,237.18,0.7847665685074281
2020,West Bengal,District_10,Kharif,Mustard,223.09,826.9,171.5,17.3,28.3,0.8,287.85,1.290286431485051
2020,Gujarat,District_11,Kharif,Rice,311.91,832.8,33.9,22.7,30.2,0.64,757.0,2.426982142284633
2011,Punjab,District_12,Kharif,Sugarcane,208.55,808.6,194.0,19.4,26.5,0.66,15949.73,76.47916566770559
2018,Punjab,District_13,Rabi,Pulses,165.76,905.5,72.1,18.7,34.8,1.05,151.36,0.9131274131274133
2009,Madhya Pradesh,District_14,Kharif,Barley,641.17,1015.7,178.7,24.8,27.2,1.06,1567.53,2.4447962318885788
2016,Uttar Pradesh,District_15,Rabi,Cotton,459.15,579.3,109.5,21.7,,0.39,473.85,1.032015681149951
2015,Bihar,District_16,Rabi,Maize,155.01,618.9,187.0,22.9,29.5,0.6,348.43,2.247790465131282
2005,Gujarat,District_17,Rabi,Cotton,344.15,465.3,273.3,21.3,27.7,0.68,630.24,1.8312944936800815
2006,Haryana,District_18,Kharif,Wheat,156.71,1040.6,54.1,18.7,32.7,0.95,433.62,2.7670218875630144
2001,Chhattisgarh,District_19,Kharif,Pulses,120.2,905.1,172.8,21.8,31.0,1.09,123.18,1.024792013311148
2003,Haryana,District_20,Rabi,Groundnut,454.99,961.2,72.7,23.6,34.5,1.48,672.32,1.4776588496450471
2010,Karnataka,District_21,Summer,Barley,88.02,535.5,162.1,,28.2,0.68,140.36,1.594637582367644
2011,Tamil Nadu,District_22,Kharif,Sorghum,426.71,1242.7,136.7,25.4,29.7,0.7,711.66,1.6677837407138338
2003,Haryana,District_23,Rabi,Rice,210.26,716.1,150.2,22.6,24.8,0.95,676.63,3.2180633501379248
2010,Uttar Pradesh,District_24,Rabi,Maize,215.52,887.0,108.5,20.6,25.4,0.63,555.61,2.577997401633259
2014,Tamil Nadu,District_25,Rabi,Cotton,312.89,1038.0,176.2,20.8,37.4,0.76,645.94,2.0644315893764587
2005,Uttar Pradesh,District_26,Kharif,Maize,346.79,632.9,87.1,20.4,38.3,0.7,624.61,1.8011188327229735
2008,Bihar,District_27,Rabi,Barley,149.04,729.8,194.7,16.2,32.3,,259.53,1.74134460547504
2008,West Bengal,District_28,Kharif,Wheat,376.39,889.4,128.6,19.7,29.5,0.83,1242.27,3.3004861978267224
2012,Odisha,District_29,Summer,Rice,261.92,1478.6,88.9,20.7,,0.75,998.64,3.812767257177764
2008,West Bengal,District_30,Kharif,Barley,115.17,916.2,208.8,18.8,34.6,1.12,329.88,2.864287574889294
2017,Karnataka,District_31,Kharif,Sorghum,220.98,1203.4,142.3,21.0,30.5,,300.04,1.3577699339306726
2007,West Bengal,District_32,Autumn,Maize,560.47,1115.2,221.3,20.1,32.7,0.49,1981.86,3.5360679429764303
2010,Odisha,District_33,Kharif,Cotton,669.12,931.0,193.9,22.3,32.0,0.74,1251.07,1.8697244141559062
2009,Bihar,District_34,Kharif,Pulses,376.31,632.4,113.1,22.0,30.3,0.28,262.26,0.6969254072440275
2004,Kerala,District_35,Kharif,Pulses,119.8,1083.1,141.6,20.5,30.4,0.5,128.15,1.0696994991652755
2016,Chhattisgarh,District_36,Kharif,Sorghum,328.44,520.4,149.8,15.9,32.9,0.96,400.47,1.2193094629156012
2005,West Bengal,District_37,Kharif,Sugarcane,407.69,1202.2,206.1,25.4,29.1,0.74,41758.67,102.42750619343128
2007,Haryana,District_38,Kharif,Rice,378.2,894.0,162.5,19.6,33.4,1.03,1552.69,4.105473294553147
2019,Gujarat,District_39,Rabi,Sugarcane,391.89,267.0,152.1,19.8,30.6,0.31,18708.6,47.73941667304601
2022,Maharashtra,District_40,Rabi,Pulses,304.28,775.1,137.0,19.0,32.4,0.74,314.94,1.0350335217562772
2016,Kerala,District_1,Kharif,Pulses,234.29,993.9,143.0,18.5,36.2,0.68,234.46,1.0007255964829913
2021,Bihar,District_2,Rabi,Pulses,169.86,797.9,197.2,24.6,31.5,1.04,204.64,1.2047568585894264
2020,Telangana,District_3,Kharif,Sorghum,78.35,1007.3,145.1,24.2,,0.97,124.78,1.5925973197192087
2011,Telangana,District_4,Summer,Barley,300.0,663.0,129.2,21.3,26.6,0.96,555.12,1.8504
2018,Rajasthan,District_5,Kharif,Maize,273.59,562.7,122.4,19.7,30.6,1.19,624.7,2.2833436894623347
2007,Odisha,District_6,Rabi,Cotton,341.91,834.3,122.8,21.9,32.1,0.71,549.19,1.6062414085578076
2011,Kerala,District_7,Kharif,Groundnut,109.67,856.9,88.9,20.2,37.8,1.13,137.86,1.2570438588492752
2012,Maharashtra,District_8,Rabi,Sugarcane,360.33,773.4,115.0,19.4,26.1,0.54,19835.88,55.04920489551245
2023,Maharashtra,District_9,Kharif,Sugarcane,839.43,1120.0,204.9,21.0,31.7,0.53,77756.71,92.63036822605817
2020,Chhattisgarh,District_10,Rabi,Wheat,256.48,663.0,136.7,18.7,36.4,0.99,843.25,3.2877807236431686
2011,Bihar,District_11,Kharif,Maize,235.8,918.9,173.2,20.8,29.6,0.42,555.27,2.354834605597964
2015,Haryana,District_12,Summer,Mustard,294.54,865.0,45.8,20.6,31.4,0.94,303.21,1.0294357302913015
2004,Madhya Pradesh,District_13,Rabi,Barley,828.32,507.5,,21.8,33.0,0.83,1226.34,1.480514776897817
2019,Chhattisgarh,District_14,Rabi,Mustard,132.4,559.8,138.5,18.1,32.6,1.07,140.98,1.0648036253776434
2013,Bihar,District_15,Rabi,Cotton,276.42,852.6,125.7,22.1,36.7,0.79,497.54,1.7999421170682295
2012,Telangana,District_16,Autumn,Wheat,151.44,1285.9,152.2,,33.3,0.81,587.02,3.8762546222926573
2018,Karnataka,District_17,Kharif,Wheat,176.23,977.4,125.2,18.3,36.0,0.93,589.17,3.343187879475685
2015,Odisha,District_18,Kharif,Cotton,237.52,470.4,60.0,18.4,30.9,0.63,257.86,1.0856348939036713
2001,Maharashtra,District_19,Kharif,Pulses,549.16,165.7,181.9,16.8,29.8,0.62,319.98,0.582671716803846
2006,Rajasthan,District_20,Kharif,Barley,720.97,1011.3,154.7,23.0,31.3,,1752.91,2.4313216916099143
2004,Rajasthan,District_21,Rabi,Barley,320.18,828.8,132.4,17.1,28.5,0.79,645.45,2.0158973077643827
2017,Haryana,District_22,Autumn,Rice,195.2,1101.1,106.4,17.9,33.5,0.7,749.62,3.840266393442623
2000,Telangana,District_23,Autumn,Mustard,1091.87,656.2,86.2,,30.8,0.78,903.49,0.8274703032412284
2004,Karnataka,District_24,Rabi,Maize,189.33,927.0,154.0,18.3,30.0,1.2,618.5,3.266782865895526
2014,Telangana,District_25,Rabi,Wheat,173.7,1036.2,209.5,19.4,33.5,0.69,629.21,3.622394933793898
2016,Kerala,District_26,Summer,Pulses,84.36,751.6,153.1,17.0,28.6,0.68,72.06,0.8541963015647227
2012,Bihar,District_27,Summer,Rice,565.47,756.3,89.7,22.5,34.3,0.37,1474.84,2.6081666578244644
2020,Tamil Nadu,District_28,Kharif,Cotton,437.44,855.6,154.0,22.5,30.6,0.79,761.59,1.7410159107534748
2022,Andhra Pradesh,District_29,Rabi,Pulses,1043.86,969.4,142.9,22.2,35.5,0.96,1098.31,1.052162167340448
2003,Tamil Nadu,District_30,Rabi,Maize,106.3,846.8,179.6,21.6,30.8,1.01,331.16,3.115333960489182
2022,Andhra Pradesh,District_31,Kharif,Pulses,586.93,1064.3,169.3,20.2,33.9,0.83,664.82,1.1327074778934458
2014,Gujarat,District_32,Kharif,Sugarcane,255.21,748.4,25.6,18.4,32.5,1.04,13243.0,51.890599898123114
2015,Odisha,District_33,Autumn,Mustard,396.89,557.8,166.8,17.6,34.2,0.98,408.6,1.02950439668422
2002,West Bengal,District_34,Autumn,Wheat,91.04,1284.9,104.9,23.9,32.3,1.08,341.68,3.7530755711775043
2014,Kerala,District_35,Summer,Rice,590.43,717.0,88.1,22.3,27.0,1.05,1691.3,2.8645224666768287
2017,Bihar,District_36,Rabi,Pulses,392.25,724.9,137.5,17.9,35.0,1.19,383.01,0.9764435946462715
2013,Gujarat,District_37,Kharif,Maize,239.05,835.5,161.4,20.1,31.7,0.76,690.97,2.8904831625183016
2002,Uttar Pradesh,District_38,Kharif,Mustard,360.35,864.8,79.4,19.1,34.4,0.47,330.34,0.9167198556958511
2012,Rajasthan,District_39,Rabi,Rice,154.58,764.9,173.2,16.6,34.1,0.97,543.86,3.5183076724026394
2022,Bihar,District_40,Rabi,Pulses,172.83,846.2,175.5,20.5,29.7,,195.75,1.1326158653011629
2017,Kerala,District_1,Rabi,Sorghum,185.29,841.3,146.9,18.8,29.3,1.19,319.32,1.72335258243834
2003,Haryana,District_2,Rabi,Rice,80.51,888.5,110.3,17.1,34.0,1.12,329.81,4.096509750341572
2023,Chhattisgarh,District_3,Kharif,Cotton,410.37,331.4,105.8,15.6,31.1,1.29,496.5,1.2098837634329995
2023,Telangana,District_4,Rabi,Barley,500.17,1263.8,186.0,15.3,34.8,0.95,1360.14,2.7193554191574867
2004,Odisha,District_5,Kharif,Pulses,160.64,817.6,84.6,18.9,31.5,,125.26,0.7797559760956176
2019,Chhattisgarh,District_6,Kharif,Wheat,301.55,977.7,187.6,19.7,35.1,0.45,1086.42,3.6027856076935834
2009,Punjab,District_7,Kharif,Maize,208.65,546.8,138.4,17.4,33.3,0.88,484.52,2.322166307213036
2014,Kerala,District_8,Kharif,Mustard,297.96,746.4,141.2,22.0,32.9,0.66,326.28,1.095046314941603
